"ID","SAName","MapName","ServingArea","PremiseCount","CustomerCount","DSLAvailable","DSLTake","ISPTake","TVAvailable","TVTake","WorkforceArea","StructureLink","Comments"
"1070","TLPD","","","","","","","","","","","",""
"1071","ACTP","","","","","","","","","","","",""
"1072","BLFO","","","","","","","","","","","",""
"1073","CVTN","PINE BLUFFS","CVTN","","","","","","","","","",""
"1074","HRCK","ASHLAND","HORKIN CREEK","","","","","","","","","",""
"1075","KLKA","ASHLAND","KOLKA","","","","","","","","","",""
"1076","HNSN","ASHLAND","HANSON","","","","","","","","","",""
"1077","ASHE","ASHLAND","ASHLAND EAST","","","","","","","","","",""
"1078","GHRD","GAS HILLS","","","","","","","","","","",""
"1079","DIVD","ASHLAND","ASHLAND DIVIDE","","","","","","","","","",""
"1080","BRBG","ASHLAND","BRANDENBURG E3-12","","","","","","","","","",""
"1081","DUNN","ASHLAND","DUNNING","","","","","","","","","",""
"1082","HALY","ASHLAND","HALEY","","","","","","","","","",""
"1083","ASLD","ASHLAND","ASHLAND - CO","","","","","","","","","",""
"1084","EEHT","ASHLAND","DOUBLE E","","","","","","","","","",""
"1086","EHUT","SOUTH MILES CITY","E HUT","","","","","","","","","",""
"1087","BRDR","NEWCASTLE","","","","","","","","","","",""
"1088","WMSC","NEWCASTLE","","","","","","","","","","",""
"1090","DHUT","SOUTH MILES CITY","D HUT","","","","","","","","","",""
"1091","RTRD","WORLAND","","","","","","","","","","",""
"1092","MZPH","SOUTH MILES CITY","MIZPAH","","","","","","","","","",""
"1093","SMCY","SOUTH MILES CITY","SOUTH MILES CITY CO","","","","","","","","","",""
"1094","PRTC","SOUTH MILES CITY","PRAT CREEK CXR CABINET","","","","","","","","","",""
"1095","NSNC","SOUTH MILES CITY","NELSON CREEK E3-12","","","","","","","","","",""
"1096","CWBY","SOUTH MILES CITY","COWBOY CXR CABINET","","","","","","","","","",""
"1097","THUT","SOUTH MILES CITY","T HUT","","","","","","","","","",""
"1099","JCKR","SOUTH MILES CITY","JACK CREEK CXR CABINET","","","","","","","","","",""
"1101","BHUT","SOUTH MILES CITY","B HUT","","","","","","","","","",""
"1102","GRAV","SOUTH MILES CITY","GRAVEYARD","","","","","","","","","",""
"1105","SAGE","WORLAND","","","","","","","","","","",""
"1106","WCSC","KAYCEE","","","","","","","","","","",""
"1107","AKNY","DECKER","ANKENY - TWO E3-12'S","","","","","","","","","",""
"1108","CWCK","DUBOIS","DELETE CROW CREEK SAI RADIO REMOVED","","","","","","","","","","DELETE"
"1112","CWHT","DUBOIS","CROWHEART","","","","","","","","","",""
"1113","BURS","DUBOIS","BURRIS","","","","","","","","","",""
"1114","DNWY","DUBOIS","DINWOODY","","","","","","","","","",""
"1115","DNWY","DUBOIS","DINWOODY","","","","","","","","","",""
"1119","WIND","DUBOIS","WINDY","","","","","","","","","",""
"1121","TCRK","DUBOIS","TAYLOR CREEK","","","","","","","","","",""
"1128","DUBS","M:\DTE\Dubois.dwg","DUBOIS","","","","","","","","","",""
"1130","FCNL","WORLAND","","","","","","","","","","",""
"1131","WGBM","BAGGS","WEST GOLDBLOSSOM","","","","","","","","","","H-BRACE"
"1132","GBLM","BAGGS","GOLD BLOSSOM","","","","","","","","","",""
"1133","GBLM","BAGGS","GOLD BLOSSOM","","","","","","","","","",""
"1135","GBLM","BAGGS","GOLD BLOSSOM","","","","","","","","","",""
"1137","WGBM","DUBOIS","WEST GOLDBLOSSOM","","","","","","","","","","H-BRACE"
